,post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
361,277,RZAK11,1.16,1.3,1.28,3.84,1.325,7.95,1.3017,15.62,-0.8221,5.6648,0.4672,89.27,3.84,2024.0,1.2676,90.72,-3.1907,799045399.67,8.5988,-1.9635,3.7162,1.2387,7.704,1.284,15.4207,1.2851,Papéis,papeis,88.76,2227087.05,799045399.67,0.9744,0.9783950617283951,RZAK11,0,16.861755082837,52264,,,
362,1864,RZAT11,1.08,1.09,1.13,3.39,1.12,6.72,1.1267,13.52,2.5202,11.1294,3.6377,98.85,3.39,2024.0,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,99.99,1154547.73,375521514.22,0.9806,,RZAT11,11,17.282755702701,39767,,,
363,233,RZTR11,0.85,0.87,0.9,2.7,1.0883,6.53,1.0142,12.17,-5.8369,-1.9258,-5.0177,97.44,2.7,2024.0,0.8544,99.48,2.1041,1875418583.8,14.7986,2.9765,3.0543,1.0181,6.9482,1.158,12.2506,1.0209,Misto,misto,96.69,4947308.35,1875418583.8,0.9648,0.9719541616405301,RZTR11,16,16.456725845844,117137,,,
364,307,SADI11,0.95,1.05,1.0967,3.29,1.1317,6.79,1.1508,13.81,-0.715,9.437,0.3275,90.26,3.29,2024.0,1.0112,96.91,-2.1506,150075499.01,9.6135,-1.1611,3.1363,1.0454,6.2691,1.0449,12.5363,1.0447,Papéis,papeis,91.0,346060.2,150075499.01,0.9234,0.9390155814673401,SADI11,0,9.740727466879,10821,,,
365,2968,SAPI11,0.8,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.0,,0.0,91.0,0.88,2024.0,,,,,,,,,,,,,Misto,misto,90.66,243801.67,154500736.61,0.8968,,SAPI11,,7.662858835232,2599,,,
366,279,SARE11,0.36,0.81,0.8567,2.57,0.8817,5.29,0.9117,10.94,-5.1282,-4.3451,-4.3597,44.4,2.57,2024.0,0.449,89.08,-5.6056,822613879.74,-2.4568,-5.1817,1.4556,0.4852,2.9194,0.4866,6.5432,0.5453,Misto,misto,46.5,1506672.13,822613879.74,0.5029,0.522002694207453,SARE11,3,21.910685280668,42205,,,
367,266,SCPF11,0.045,1.06,0.5633,1.69,0.4817,2.89,0.5083,6.1,-8.9936,-12.3618,-8.0289,4.25,1.45,2024.0,0.3801,11.84,1.1102,49708086.77,-3.0302,1.4944,0.6839,0.228,1.103,0.1838,2.2735,0.1895,Shoppings,shoppings,3.94,10056.15,49708086.77,0.3336,0.33277027027027,SCPF11,1,28.324916712188,5038,,,
368,195,SDIL11,0.75,0.76,0.83,2.49,0.87,5.22,0.8558,10.27,2.0412,10.5144,2.8168,98.98,6.12,2023.0,0.8339,98.33,-0.2174,628810333.38,9.864,0.6147,2.4359,0.812,4.7361,0.7894,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,96.5,1030917.86,612048658.06,1.0144,0.981389199633885,SDIL11,5,14.97024845606,63292,,,
369,91,SEED11,0.94,0.0,0.0,0.0,0.2683,1.61,0.2725,3.27,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Indefinido,indefinido,99.73,151005,153428168.71,1.0661,,SEED11,0,14.6943959819,125,,,
370,256,SEQR11,0.7,1.22,1.1967,3.59,1.205,7.23,1.1583,13.9,-2.3497,1.198,-1.1584,57.35,3.59,2024.0,0.7708,90.82,-3.1357,151279215.24,3.3297,-2.3891,2.3489,0.783,4.7317,0.7886,9.2411,0.7701,Misto,misto,56.81,84666.58,151229919.59,0.6257,0.625523012552301,SEQR11,4,10.954795491876,5667,,,
371,442,SHOP11,6.751,,,,,,,,,,,,,,,,,,,,,,,,,,Shoppings,shoppings,59.29,281.25,65506751.0,1.3408,,SHOP11,1,18.596815099864,51,,,
372,418,SHPH11,4.3,0.49,0.53,1.59,0.53,3.18,0.5858,7.03,3.0256,10.4518,3.5304,886.02,1.59,2024.0,0.4652,924.41,3.3808,562921837.47,8.9768,3.8616,1.5677,0.5226,2.9972,0.4995,6.0847,0.5071,Shoppings,shoppings,885.0,165799.78,562921837.47,0.9574,0.957367401910407,SHPH11,1,28.189119137161,2409,,,
373,108,SHSO11,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Indefinido,indefinido,0.0,,19769049.0,0.0,,SHSO11,0,,1,,,
374,109,SIGR11,1.295,0.0,0.44,1.32,0.22,1.32,0.11,1.32,0.0,,0.0,,1.32,2024.0,,,,,,,,,,,,,Indefinido,indefinido,99.0,13362.6,41367710.34,0.9319,,SIGR11,0,18.676121177779,70,,,
375,555,SNAG11,0.105,1.04,1.04,3.12,1.045,6.27,1.1,13.2,0.0991,3.0505,1.1401,10.1,3.12,2024.0,1.0427,10.07,-90.0568,503618874.26,-89.6248,-89.9531,3.1281,1.0427,6.2976,1.0496,12.2357,1.0196,Papéis,papeis,10.04,1609301.28,503618874.26,0.996,0.997020854021846,SNAG11,0,5.1838444009,83247,,,
376,236,SNCI11,0.87,0.87,0.9233,2.77,0.9617,5.77,1.0142,12.17,-0.5995,1.9146,0.2653,99.48,2.77,2024.0,0.9081,99.11,1.7556,416260204.51,12.8356,2.6797,2.8905,0.9635,5.9345,0.9891,12.384,1.032,Papéis,papeis,97.39,688488.98,416260204.51,0.9837,0.9826455453536471,SNCI11,0,8.159674852136,43246,,,
377,497,SNEL11,1.55,1.06,1.15,3.45,1.175,4.7,1.175,4.7,8.9634,21.9984,10.1184,146.0,3.45,2024.0,,,,,,,,,,,,,Indefinido,indefinido,140.1,434918.43,48858354.25,1.4386,,SNEL11,0,24.283184323789,7058,,,
378,53,SNFF11,0.72,0.84,0.79,2.37,0.8817,5.29,0.8092,9.71,-0.5096,-2.1011,0.3262,85.91,2.37,2024.0,0.7381,93.48,5.6152,264557315.35,8.1723,6.3948,2.1381,0.7127,4.9962,0.8327,9.3461,0.7788,Fundo de Fundos,fundo-de-fundos,88.61,536479.55,264557315.35,0.9382,0.9479032948224211,SNFF11,0,14.33192488366,29274,,,
379,1836,SNID11,1.05,0.95,1.04,3.12,1.08,6.48,1.0117,12.14,3.763,10.5419,4.7487,110.85,3.12,2024.0,,,,,,,,,,,,,Indefinido,indefinido,112.98,233922.25,0.0,0.0,,SNID11,,8.165312136512,0,,,
380,1846,SNLG11,0.35,0.99,0.8933,2.68,0.8683,5.21,0.96,11.52,-12.6945,-8.1795,-11.8302,35.35,2.68,2023.0,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,23.99,205418.05,65477185.63,0.8694,,SNLG11,2,34.31336380687,3730,,,
381,3079,SNME11,0.103,1.03,1.12,3.36,1.12,3.36,1.12,3.36,-3.9499,-3.8343,-2.9606,9.97,3.36,2024.0,,,,,,,,,,,,,Indefinido,indefinido,9.95,129481.6,72606290.2,1.0112,,SNME11,,48.556004404063,2219,,,
382,206,SOLR11,4.7708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2023.0,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,1051.35,4931882,60471785.21,1.1208,,SOLR11,1,102.02953275606,52,,,
383,2818,SPMO11,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2022.0,,,,,,,,,,,,,Indefinido,indefinido,120.0,166638.78,262631995.05,0.8268,,SPMO11,,0.416086448349,8,,,
384,207,SPTW11,0.44,1.0,1.17,3.51,1.1383,6.83,1.0908,13.09,-1.8141,8.734,-0.8323,43.84,3.51,2024.0,0.7612,57.8,3.6957,103917386.23,19.9754,4.4851,2.6531,0.8844,5.1179,0.853,9.6929,0.8077,Lajes Corporativas,lajes-corporativas,44.4,94726.98,103120465.89,0.7707,0.768166089965397,SPTW11,1,14.006195281902,25001,,,
385,294,SPVJ11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,0.586,110.93,-4.5681,700187099.44,11.5424,-4.0089,1.7561,0.5854,3.4525,0.5754,6.9498,0.5791,Shoppings,shoppings,0.0,,700187099.44,0.0,,SPVJ11,14,,29,,,
386,85,SPXS11,0.094,0.99,0.98,2.94,1.0183,6.11,1.135,13.62,0.4215,9.7644,1.4157,9.53,2.94,2024.0,,,,,,,,,,,,,Indefinido,indefinido,9.47,531967.73,195086115.52,0.972,,SPXS11,0,17.892982000612,9320,,,
387,122,SRVD11,0.2,2.29,1.65,3.3,1.65,3.3,1.65,3.3,-9.7938,-7.7281,-7.7281,8.75,3.3,2022.0,16.8728,1.1853,-0.1136,114131701.23,25.6393,16.74,,,,,,,Indefinido,indefinido,3.0,233.91,-905951.15,583.0,2.5310048089091373,SRVD11,0,149.8019453365,106,,,
388,189,STRX11,0.76,0.0,0.15,0.45,0.075,0.45,0.0375,0.45,0.0,,0.0,,0.45,2024.0,0.8635,147.07,-0.8428,237298466.75,12.1354,0.0135,1.8968,0.6323,3.2136,0.5356,5.9214,0.4935,Fundo de Desenvolvimento,fundo-de-desenvolvimento,168.0,1120,237298466.75,1.1423,1.142313184198001,STRX11,3,,109,,,
389,146,TCPF11,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Misto,misto,1.26,,34514903.61,0.0109,,TCPF11,0,,52,,,
390,237,TEPP11,0.64,0.69,0.7867,2.36,0.7317,4.39,0.7317,8.78,0.3548,2.4991,1.0472,93.34,2.36,2024.0,0.6382,100.28,4.7639,423393635.62,17.6737,5.4325,2.4993,0.8331,4.4574,0.7429,8.186,0.6822,Lajes Corporativas,lajes-corporativas,97.61,2338124.13,423393635.62,0.9586,0.9733745512564811,TEPP11,4,18.575057168523,23489,,,
391,431,TGAR11,1.33,1.06,1.07,3.21,1.1183,6.71,1.1367,13.64,0.9939,6.7375,2.0645,124.98,3.21,2024.0,1.0923,120.85,-5.4234,2315588105.88,6.6093,-4.3904,3.242,1.0807,7.0561,1.176,13.9453,1.1621,Fundo de Desenvolvimento,fundo-de-desenvolvimento,127.55,7747754.25,2315588105.88,1.0463,1.055440628878775,TGAR11,9,10.824104982453,156922,,,
392,111,TJKB11,2.33,0.0,0.0,0.0,0.1583,0.95,0.1567,1.88,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Indefinido,indefinido,271.01,541.5,204767303.7,1.0018,,TJKB11,7,33.536360147529,81,,,
393,2442,TMPS11,0.95,0.94,1.0267,3.08,0.9733,5.84,0.9013,7.21,3.9509,11.5349,4.928,101.56,3.08,2024.0,,,,,,,,,,,,,Fundo de Fundos,fundo-de-fundos,98.6,117105.73,101980441.47,0.9496,,TMPS11,,14.701935383791,1913,,,
394,411,TORD11,0.05,0.9,0.8367,2.51,0.8667,5.2,0.955,11.46,-24.5257,-24.4588,-23.8465,5.57,1.44,2023.0,0.3587,13.94,8.2298,488775081.25,12.4789,8.618,1.0267,0.3422,2.5859,0.431,6.7708,0.5642,Misto,misto,1.81,159070,443173182.8,0.1424,0.12984218077474802,TORD11,1,36.367240303199,88728,,,
395,2764,TRBL11,0.85,0.85,0.8133,2.44,0.7733,4.64,0.8042,9.65,0.2604,5.527,1.1126,100.12,2.44,2024.0,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,100.1,806804.33,664160439.63,0.964,,TRBL11,5,10.740793190197,60882,,,
396,333,TRNT11,0.19,0.15,0.11,0.33,0.1133,0.68,0.1558,1.87,0.0,,0.0,126.0,0.33,2024.0,0.0953,199.31,1.2291,784378983.11,0.0308,1.3256,0.3175,0.1058,0.7537,0.1256,2.0532,0.1711,Lajes Corporativas,lajes-corporativas,126.5,53017.03,784378983.11,0.6272,0.6346896793939091,TRNT11,1,45.210611847587,656,,,
397,456,TRXB11,0.95,0.72,0.46,1.38,0.7383,4.43,0.6783,8.14,-7.7495,-7.0853,-7.0853,132.85,1.38,2024.0,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,155.0,1385.49,360116791.47,1.3799,,TRXB11,12,58.450733244412,249,,,
398,280,TRXF11,0.9,0.79,1.04,3.12,0.93,5.58,0.8692,10.43,2.2234,8.1793,3.031,114.02,3.12,2024.0,0.8394,107.22,1.6785,1648221594.77,18.9821,2.532,3.9806,1.3269,6.6055,1.1009,11.6581,0.9715,Imóveis Comerciais - Outros,imoveis-comerciais-outros,112.03,9677474.33,1648221594.77,1.0418,1.044861033389293,TRXF11,30,8.882274064011,140479,,,
399,290,TSER11,0.9509,0.0,0.3133,0.94,0.46,2.76,0.4617,5.54,0.0,,0.0,,0.94,2024.0,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,100.0,225,130282564.5,0.9862,,TSER11,1,67.400585309955,24,,,
400,2970,TVRI11,0.97,0.94,0.9333,2.8,0.945,5.67,0.9558,11.47,-1.1365,12.82,-0.2072,103.52,2.8,2024.0,,,,,,,,,,,,,Agências de Bancos,agencias-de-bancos,107.1,1280286.43,1613190000.65,1.056,,TVRI11,63,13.510520958747,69530,,,
401,123,URPR11,1.13,1.26,1.2467,3.74,1.265,7.59,1.2892,15.47,-0.9355,9.8653,0.3127,90.01,3.74,2024.0,1.07,102.8,4.0381,1206224288.06,30.1587,5.1513,3.2106,1.0702,6.6115,1.1019,14.1868,1.1822,Papéis,papeis,89.1,1767134.8,1206224288.06,0.8701,0.8667315175097271,URPR11,0,14.235187136119,88816,,,
402,244,VCJR11,1.0,1.05,1.0067,3.02,0.9233,5.54,1.0,12.0,-0.2627,9.071,0.7846,94.93,3.02,2024.0,1.0035,96.66,2.557,1423276833.23,16.8186,3.5862,2.8538,0.9513,5.2375,0.8729,11.2862,0.9405,Papéis,papeis,95.28,2098406.3,1423276833.23,0.9841,0.9857231533209181,VCJR11,0,12.344401241894,28407,,,
403,549,VCRA11,1.1,1.45,1.29,3.87,1.2317,7.39,1.2608,15.13,-17.3528,-11.9693,-16.1545,75.68,3.87,2024.0,1.1345,102.25,-0.1315,469719090.58,2.4813,1.0015,3.2631,1.0877,6.4695,1.0782,11.767,1.3074,Indefinido,indefinido,80.37,1512202.78,469719090.58,0.7724,0.78601466992665,VCRA11,0,18.453359615001,9624,,,
404,113,VCRI11,0.085,0.99,0.9967,2.99,0.965,5.79,1.1075,13.29,-0.1168,9.4186,0.872,8.55,2.99,2024.0,0.8836,9.62,1.7989,171004606.28,4.5214,2.6984,2.6398,0.8799,5.0412,0.8402,11.6106,0.9675,Papéis,papeis,8.62,229832.1,171004606.28,0.8929,0.896049896049896,VCRI11,0,11.754909984205,11830,,,
405,404,VCRR11,0.7,0.97,1.0233,3.07,1.0033,6.02,0.9508,11.41,1.3803,7.8356,2.3637,71.98,3.07,2024.0,0.5346,130.93,2.0976,261858319.47,17.5938,2.6435,1.68,0.56,3.3418,0.557,6.5828,0.5486,Imóveis Residenciais,imoveis-residenciais,73.1,292880.18,261858319.47,0.5575,0.5583136026884591,VCRR11,0,17.136186524314,4449,,,
406,384,VGHF11,0.1,1.07,1.0567,3.17,1.075,6.45,1.1492,13.79,-1.6807,4.0933,-0.6287,9.36,3.17,2024.0,1.0787,9.27,1.2009,1526607941.0,15.4202,2.2926,3.22,1.0733,6.5726,1.0954,13.9881,1.1657,Misto,misto,9.3,5416300.68,1526607941.0,1.0129,1.003236245954692,VGHF11,0,10.888647077451,398922,,,
407,534,VGIA11,0.11,1.35,1.2333,3.7,1.1967,7.18,1.2925,15.51,-8.7444,-2.9325,-7.5124,8.14,3.7,2024.0,0.9058,9.66,1.379,834764890.38,10.626,2.2973,3.5048,1.1683,6.8395,1.1399,15.8178,1.3181,Indefinido,indefinido,8.29,3095655.7,834764890.38,0.8551,0.858178053830227,VGIA11,0,15.246085975332,170774,,,
408,118,VGIP11,0.83,0.88,0.8633,2.59,0.8683,5.21,0.9933,11.92,0.9902,12.4781,1.8789,93.83,2.59,2024.0,0.8543,93.64,3.5383,1103713889.19,13.5094,4.4228,2.477,0.8257,4.9709,0.8285,11.318,0.9432,Papéis,papeis,92.79,3163270.85,1103713889.19,0.9931,0.9909226826142671,VGIP11,0,14.41155898551,91970,,,
409,47,VGIR11,0.11,1.12,1.12,3.36,1.15,6.9,1.2192,14.63,0.3077,3.2922,1.4311,9.78,3.36,2024.0,1.1282,9.75,1.1411,1006538461.04,-88.7417,2.2822,3.3963,1.1321,6.9976,1.1663,14.6804,1.2234,Papéis,papeis,9.9,4069188.1,1006538461.04,1.0133,1.015384615384615,VGIR11,0,10.421733049517,240917,,,
410,135,VIDS11,30.1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,0.0,,80444713.27,0.0,,VIDS11,0,,199,,,
411,342,VIFI11,0.075,0.89,0.8767,2.63,0.8683,5.21,0.8767,10.52,0.7168,7.0997,1.6132,8.43,2.63,2024.0,0.8091,9.27,4.7458,74983248.92,-67.7083,5.5932,2.3113,0.7704,4.5952,0.7659,9.059,0.7549,Fundo de Fundos,fundo-de-fundos,8.34,233646.08,74983248.92,0.8943,0.89967637540453,VIFI11,0,15.025162179791,6316,,,
412,3030,VIGT11,2.25,3.07,3.08,9.24,3.16,18.96,2.79,27.9,-4.3098,-1.3721,-1.3721,73.27,3.07,2024.0,,,,,,,,,,,,,Indefinido,indefinido,70.3,909911.45,0.0,0.0,,VIGT11,,16.336328084116,0,,,
413,386,VILG11,0.56,0.61,0.6333,1.9,0.6483,3.89,0.6658,7.99,-1.0753,-3.54,-0.4718,92.0,1.9,2024.0,0.5266,113.94,1.4875,1708813522.16,8.3308,2.0219,1.6481,0.5494,3.4693,0.5782,7.152,0.596,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,93.15,2484235.98,1708813522.16,0.8124,0.8175355450236961,VILG11,14,18.183597921257,161528,,,
414,182,VINO11,0.055,0.74,0.74,2.22,0.745,4.47,0.7217,8.66,-3.0026,-0.9626,-2.2848,7.43,2.22,2024.0,0.5064,10.86,-80.1644,899435499.54,-78.878,-80.0639,1.5751,0.525,3.2193,0.5366,4.3419,0.3618,Lajes Corporativas,lajes-corporativas,7.73,1316779.55,899435499.54,0.7136,0.711786372007366,VINO11,10,23.01171457964,154729,,,
415,278,VISC11,1.0,0.83,0.8233,2.47,0.8217,4.93,0.78,9.36,-0.2145,4.205,0.6137,120.94,2.47,2024.0,0.7813,127.99,3.3594,3689863509.23,19.6914,4.167,2.3062,0.7687,4.8363,0.8061,9.1318,0.761,Shoppings,shoppings,122.99,14122458.45,3689863509.23,0.954,0.96093444800375,VISC11,25,11.38326421079,319473,,,
416,410,VIUR11,0.067,0.86,0.8933,2.68,0.895,5.37,0.9167,11.0,-0.8951,-0.5055,-0.0428,7.75,2.68,2024.0,0.8072,8.92,-3.0435,240293112.58,-89.812,-2.2609,2.4162,0.8054,4.803,0.8005,9.5469,0.7956,Misto,misto,7.65,583291.7,240293112.58,0.8498,0.8576233183856501,VIUR11,8,15.766385548506,55217,,,
417,312,VJFD11,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,0.5501,136.34,0.1984,664800404.2,6.5609,0.7496,1.6506,0.5502,3.4108,0.5685,7.2384,0.6032,Papéis,papeis,0.0,,664800404.2,0.0,,VJFD11,39,,97,,,
418,114,VLIQ11,5.0419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2022.0,,,,,,,,,,,,,Indefinido,indefinido,0.0,,0.0,0.0,,VLIQ11,0,,1,,,
419,285,VLOL11,16.3034,,,,,,,,,,,,,,0.5493,111.06,-0.1439,198219080.15,14.1131,0.4046,1.2487,0.4162,2.9338,0.489,6.3606,0.53,Lajes Corporativas,lajes-corporativas,98.0,160238.13,198219080.15,0.8824,0.8824059067170891,VLOL11,1,19.836797221624,3127,,,
420,235,VOTS11,0.9,1.09,0.7267,2.18,0.9283,5.57,0.9917,11.9,-0.1211,2.8917,0.9676,82.49,3.34,2024.0,0.9548,94.26,1.0398,78039134.1,11.1722,2.0045,2.9212,0.9737,5.7072,0.9512,11.8622,0.9885,Papéis,papeis,83.28,9369.85,78039134.1,0.8635,0.883513685550604,VOTS11,0,18.243674492525,725,,,
421,127,VRTA11,0.85,0.96,0.9033,2.71,0.845,5.07,0.9067,10.88,0.6971,2.0627,1.6638,88.11,2.71,2024.0,0.8542,93.65,2.7202,1460227284.49,12.9743,3.5977,2.4503,0.8168,4.7153,0.7859,10.2689,0.8557,Papéis,papeis,90.0,1977239.53,1460227284.49,0.9553,0.961025093432995,VRTA11,0,9.68303591737,123221,,,
422,121,VSEC11,2.0489,,,,,,,,,,,,,,,,,,,,,,,,,,Papéis,papeis,0.21,2.5,182284.39,0.0722,,VSEC11,0,818.56528685555,64,,,
423,271,VSHO11,0.72,0.87,0.8567,2.57,0.9083,5.45,0.9467,11.36,0.0,5.8172,0.87,83.01,2.57,2024.0,0.7158,100.59,1.2277,211113336.72,6.6729,1.9523,2.1219,0.7073,4.3491,0.7248,8.5775,0.7148,Shoppings,shoppings,82.0,67729.03,211113336.72,0.8196,0.8151903767770151,VSHO11,3,17.446762489045,3878,,,
424,48,VSLH11,0.04,1.06,1.0033,3.01,1.01,6.06,0.8292,9.95,-5.5276,-5.9633,-4.5262,3.76,3.01,2024.0,0.3824,10.46,0.6737,312385205.69,20.3222,1.0587,1.1347,0.3782,2.188,0.3647,3.9683,0.3307,Papéis,papeis,3.66,221031.65,312385205.69,0.3442,0.34990439770554405,VSLH11,0,42.014042635964,86217,,,
425,293,VTLT11,0.93,0.96,0.94,2.82,0.925,5.55,0.925,11.1,0.1036,3.7923,1.0646,96.58,2.82,2024.0,0.8255,112.66,11.8435,238284396.14,21.1243,12.7668,2.443,0.8143,5.052,0.842,10.277,0.8564,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,97.27,117513.05,238284396.14,0.867,0.863394283685425,VTLT11,1,16.573863620258,6125,,,
426,337,VTPL11,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2019.0,,,,,,,,,,,,,Papéis,papeis,0.0,,100191515.04,0.0,,VTPL11,2,,1,,,
427,501,VVCO11,11.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2019.0,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,13.61,215857,137436459.88,0.9762,,VVCO11,4,23.148882210438,3553,,,
428,2742,VVCR11,0.08,0.78,1.44,4.32,1.2117,7.27,1.965,23.58,-1.8112,13.1533,-1.0454,10.3,4.32,2024.0,,,,,,,,,,,,,Papéis,papeis,10.19,52153.55,82507994.19,0.9099,,VVCR11,,64.3634072512,2783,,,
429,3371,VVMR11,0.5,0.0,0.42,1.26,0.44,2.64,0.5258,6.31,0.0,,0.0,,1.26,2024.0,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,90.8,14627,310663065.95,0.8103,,VVMR11,,14.096149032241,904,,,
430,308,VVPR11,0.8923,0.89,0.8233,2.47,0.8133,4.88,0.81,9.72,0.402,14.4394,1.2956,99.9,7.45,2022.0,0.7447,98.03,-0.1019,226032234.18,0.0939,0.642,2.418,0.806,4.6761,0.7793,8.9337,0.7445,Misto,misto,101.5,1249061.55,226032234.18,1.0354,1.03539732734877,VVPR11,6,3.425928713562,1372,,,
431,2469,VVRI11,1.0,1.08,1.2567,3.77,1.28,7.68,1.35,14.85,-5.5838,-2.377,-4.5641,93.0,3.77,2024.0,,,,,,,,,,,,,Indefinido,indefinido,96.95,16737.58,44139033.75,0.8717,,VVRI11,2,30.022003134673,195,,,
432,205,VXXV11,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2020.0,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1053.0,2894372.14,315933808.58,0.8936,,VXXV11,2,10.483870815165,21,,,
433,451,WPLZ11,0.41,0.69,0.6433,1.93,0.655,3.93,0.6633,7.96,-11.0763,0.9594,-10.4627,59.57,1.93,2024.0,0.462,88.75,1.082,94474665.81,-8.754,1.549,1.3848,0.4616,2.7908,0.4651,5.8098,0.4841,Shoppings,shoppings,65.35,6854.88,94474665.81,0.7368,0.7363380281690141,WPLZ11,1,38.33495925592,1881,,,
434,2821,WSEC11,0.7996,0.94,1.0733,3.22,1.195,7.17,1.1567,13.88,-0.047,2.471,0.8925,85.01,3.22,2024.0,,,,,,,,,,,,,Indefinido,indefinido,85.33,10170.03,24818442.06,0.8443,,WSEC11,,10.064106378509,558,,,
435,365,WTSP11B,0.15,0.0,0.0,0.0,0.0,0.0,0.1975,2.37,0.0,,0.0,,0.0,2024.0,0.3761,79.76,10.0442,79170784.51,7.3502,10.4581,3.2521,1.084,4.6002,0.7667,6.2825,0.5235,Misto,misto,36.0,3852,79170784.51,0.4514,0.45135406218655905,WTSP11B,2,53.889997999084,220,,,
436,516,XPCA11,0.1,1.06,1.1667,3.5,1.16,6.96,1.2325,14.79,-1.3613,4.9898,-0.3157,9.42,3.5,2024.0,1.1591,9.49,-0.0084,431843105.78,13.7639,1.1506,3.6868,1.2289,7.1629,1.1938,16.0088,1.3341,Indefinido,indefinido,9.15,1288056.6,431843105.78,0.9547,0.9641728134878821,XPCA11,0,10.943709801679,104340,,,
437,211,XPCI11,0.9,1.01,0.9633,2.89,0.9983,5.99,1.0458,12.55,-0.2805,6.5002,0.7267,88.89,2.89,2024.0,0.9709,92.7,0.9474,806591547.55,10.9411,1.9275,2.6006,0.8669,5.5251,0.9208,11.4786,0.9565,Papéis,papeis,91.24,2044717.08,806591547.55,0.9808,0.9842502696871621,XPCI11,0,14.392312164483,80898,,,
438,347,XPCM11,0.02,0.2,0.5067,1.52,0.5383,3.23,0.605,7.26,-1.5385,-1.3415,-1.3415,10.24,0.2,2024.0,0.0689,29.04,-34.1347,70109502.24,-44.9939,-34.0894,0.3084,0.1028,0.8157,0.1359,2.076,0.173,Lajes Corporativas,lajes-corporativas,9.1,32044.43,71799091.45,0.3056,0.31336088154269903,XPCM11,1,21.403615597033,22772,,,
439,222,XPHT11,0.28,0.64,0.75,2.25,0.8433,5.06,9.6217,115.46,3.7352,-0.2343,4.3991,43.88,2.25,2024.0,0.444,63.06,-33.0715,581300390.98,-26.9246,-32.7744,2.1341,0.7114,5.0462,0.841,241.7099,20.1425,Hotéis,hoteis,123.0,230869.59,581300390.98,0.7008,1.9505233111322542,XPHT11,12,29.848886039472,977,,,
440,1850,XPID11,1.05,1.19,0.9667,2.9,0.8583,5.15,0.765,9.18,0.6413,5.5289,1.839,87.88,3.76,2024.0,,,,,,,,,,,,,Indefinido,indefinido,84.23,680538.08,0.0,0.0,,XPID11,,11.091018364407,0,,,
441,3033,XPIE11,0.84,1.0,0.72,2.16,0.9867,5.92,1.5758,18.91,-2.4186,11.154,-1.4428,83.92,5.17,2024.0,,,,,,,,,,,,,Indefinido,indefinido,84.2,1870931.18,0.0,0.0,,XPIE11,,13.421389627951,0,,,
